;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments;group;level;days;period;day_of_period;interval;scope;pupils_m;pupils_d;attention_m;attention_d;interactions_m;interactions_d;vector_interact;vector_intention;vector_attention
356;1781;П1.2;13.09.2022;115;812;813;811;;;;7.0;2.0;2.0;3.0;11.0;7.0;3.0;1.0;5.0;2.0;2.0;1.0;Работой удовлетворена. Изменить необходимо следующее: больше уделять внимания более слабым ученикам, чаще спрашивать, давать им возможность высказаться. Дель должна быть направленана более тесное взаимодействиеслабых учеников и учителя. Достичь её необходимо через настрой слабых учеников на учёбу, через мотивацию.;Распределение внимания учителя;2;242;2;8;;0.7142857142857143;0.42857142857142855;0.41649656391752143;0.6;0.37416573867739417;0.7727272727272727;0.3277773886785445;-0.34415584415584416;-0.17142857142857143;-0.17272727272727273
357;1824;П1.2;14.09.2022;128;739;738;737;;;;10.0;4.0;4.0;2.0;17.0;8.0;6.0;3.0;10.0;4.0;4.0;2.0;Весь класс был охвачен вниманием учителя в течение всего урока.;Распределение внимания учителя;2;243;2;9;;1.0;0.6;0.37416573867739417;0.6;0.37416573867739417;0.6470588235294118;0.37435064886346636;-0.04705882352941182;0.0;-0.04705882352941182
358;1873;П1.2;14.09.2022;119;850;943;848;;;;23.0;7.0;7.0;9.0;39.0;16.0;20.0;3.0;23.0;7.0;7.0;9.0;"Внимание учителя достаётся всем, но оно распределено неравномерно. Есть учащиеся с избыточным вниманием и те дети,  кому внимание недостаточно.   Отметить можно также, что внимание учителя порой связано с поведением отдельных детей.  Чтобы дети меньше отвлекались, можно включать их на разных этапах урока в учебную деятельность через игру. Например, по математке игра ""Весёлый счётчик""                                                 ";Распределение внимания учителя;2;243;2;9;;1.0;0.45652173913043476;0.4147561745291068;0.45652173913043476;0.4147561745291068;0.6666666666666666;0.3066220703359333;-0.21014492753623187;0.0;-0.21014492753623187
359;1874;П1.2;14.09.2022;119;943;850;848;;;;26.0;3.0;17.0;6.0;26.0;3.0;17.0;6.0;26.0;3.0;17.0;6.0;"   Внимание распределено между разными группами учащихся равномерно. Тем не менее порой внимание оказываешь не по содержанию изучаемого материала, по поведению. Дети в определённый момент начинают отвлекаться и мешают другим.  Надо использовать ""оживляж"".                             ";Распределение внимания учителя;2;243;2;9;;1.0;0.4423076923076923;0.28846153846153844;0.4423076923076923;0.28846153846153844;0.4423076923076923;0.28846153846153844;0.0;0.0;0.0
360;1886;П1.2;14.09.2022;120;946;890;888;5.0;3.0;4.0;22.0;7.0;11.0;4.0;27.0;7.0;13.0;7.0;14.0;4.0;6.0;4.0;уроком удовлетворен, изменю динамичность урока, у детей идет адаптация, поэтому пока темп урока не достаточный.;Распределение внимания учителя;2;243;2;9;;0.6363636363636364;0.5681818181818182;0.34691676187440335;0.5;0.3779644730092272;0.5;0.3600411499115478;0.06818181818181823;0.06818181818181823;0.0
361;1871;П1.2;14.09.2022;119;855;856;854;;;;8.0;0.0;8.0;0.0;39.0;0.0;39.0;0.0;8.0;0.0;8.0;0.0;Уроком удовлетворена, все прошло хорошо.;Распределение внимания учителя;2;243;2;9;;1.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0
362;1792;П1.2;15.09.2022;113;826;827;825;1.0;4.0;2.0;7.0;3.0;2.0;2.0;32.0;18.0;6.0;8.0;7.0;3.0;2.0;2.0;Урок проведен на хорошем уровне, достиг своей цели, решались поставленные задачи. Дети  не перегружены. Темп урока средний. Созданная эмоциональная атмосфера побуждает к активному мышлению учащихся. Рекомендации: усилить работу по организации самостоятельной деятельности учащихся на уроке и групповых форм работы.;Распределение внимания учителя;2;244;2;10;;1.0;0.5714285714285714;0.4164965639175215;0.5714285714285714;0.4164965639175215;0.65625;0.42274216432714634;-0.0848214285714286;0.0;-0.0848214285714286
363;1793;П1.2;15.09.2022;113;826;829;828;4.0;4.0;2.0;6.0;2.0;3.0;1.0;30.0;14.0;13.0;3.0;6.0;2.0;3.0;1.0;Считаю, что все поставленные на уроке цели и задачи были реализованы. Ребята усвоили материал, с учетом способностей каждого ребенка. При этим не было перегрузок, создавалась ситуация успеха, был интерес к предмету на протяжении всего урока.;Распределение внимания учителя;2;244;2;10;0.0;1.0;0.5833333333333334;0.3435921354681384;0.5833333333333334;0.3435921354681384;0.6833333333333333;0.32871804872193366;-0.09999999999999998;0.0;-0.09999999999999998
364;2051;П1.2;15.09.2022;102;656;657;658;;;;2.0;1.0;0.0;1.0;10.0;4.0;0.0;6.0;2.0;1.0;0.0;1.0;Своим результатом довольна, хотя внимание было распределено не совсем равномерно между учениками. Сильные ученики почему то всегда обделены вниманием.Слабым ученикам больше внимания в том плане, что хочется понять все ли им ясно и смогут ли они следующее задание выполнить самостоятельно;Распределение внимания учителя;2;244;2;10;;1.0;0.5;0.5;0.5;0.5;0.4;0.48989794855663565;0.09999999999999998;0.0;0.09999999999999998
365;1845;П1.2;15.09.2022;133;726;729;727;;;;10.0;2.0;8.0;0.0;46.0;6.0;40.0;0.0;10.0;2.0;8.0;0.0;Работа с новыми протоколами продолжается. Стараемся работать со всеми педагогами одинаково. Каждую новую встречу стараемся обновить. Вставить, что — то новое.;Распределение внимания учителя;2;244;2;10;2.0;1.0;0.6;0.2;0.6;0.2;0.5652173913043478;0.16839058026988768;0.034782608695652195;0.0;0.034782608695652195
366;1893;П1.2;15.09.2022;120;890;946;888;8.0;4.0;4.0;26.0;7.0;11.0;8.0;34.0;13.0;14.0;7.0;16.0;6.0;6.0;4.0;"удовлетворен, но после урока проанализировав протокол, вижу что не все обучающиеся были охвачены вниманием. Работали дети ""сильные"", т.к. была новая тема.";Распределение внимания учителя;2;244;2;10;;0.6153846153846154;0.4807692307692308;0.37929005621761575;0.5625;0.3903123748998999;0.5882352941176471;0.3731934570720447;-0.1074660633484163;-0.08173076923076922;-0.02573529411764708
367;2149;П1.2;15.09.2022;106;691;953;693;;;;4.0;0.0;2.0;2.0;24.0;0.0;14.0;10.0;4.0;0.0;2.0;2.0;Результатами удовлетворен. Продолжать в том же направлении. Цель - поддерживать 100% вовлеченность учащихся в учебный процесс. Разница в количестве взаимодействий обусловлена пояснениями. Дополнениями и исправлениями средними учениками ответов слабых.;Распределение внимания учителя;2;244;2;10;;1.0;0.25;0.25;0.25;0.25;0.2916666666666667;0.24650332429581734;-0.041666666666666685;0.0;-0.041666666666666685
368;2074;П1.2;16.09.2022;93;596;597;595;5.0;4.0;1.0;10.0;2.0;2.0;6.0;53.0;12.0;10.0;31.0;10.0;2.0;2.0;6.0;В этом учебном году в класс добавились два ученика: мальчик остался на повторное обучение в 5 классе и девочка из-за смены места жительства. Мне удалось уделить внимание всем присутствующим детям. В нашей школе классы малочисленные, но не всегда получается распределить внимание  равномерно по всем группам учеников. На данном уроке все получилось!;Распределение внимания учителя;2;245;2;11;;1.0;0.3;0.39999999999999997;0.3;0.39999999999999997;0.32075471698113206;0.4131601592539281;-0.02075471698113207;0.0;-0.02075471698113207
